"model_instance","model","dataset","engine","speedup_vs_no_cache_mean","speedup_vs_no_cache_p95","energy_reduction_vs_no_cache_pct","idle_adjusted_energy_reduction_vs_no_cache_pct","hit_rate","reuse_successes","reused_prefix_tokens_total","wasted_compute_ratio","seeds"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","alpaca_eval","shadow_kv_plus","0.921470981965515","0.984174769630121","6.14779459041815","10.5326681557244","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","banking77","shadow_kv","1.01693907190821","0.993459856237809","-2.03599028103262","-6.30330430264161","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","banking77","shadow_kv_plus","0.921013128287846","0.934938857367281","3.76344163628819","6.14317431387216","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","cnn_dailymail","shadow_kv","1.06128144852019","1.03210120856046","1.55939456831583","-2.52314276308655","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","cnn_dailymail","shadow_kv_plus","0.870589149705701","0.914933154180673","-5.60930171746482","-12.6772089915845","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","daily_dialog","shadow_kv","1.0151262033469","1.00603429307038","-2.67660691048726","-3.84679042340861","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","daily_dialog","shadow_kv_plus","0.962326917749856","0.972573948808553","2.44068014302105","6.50732454402501","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","dolly","shadow_kv","0.978657483091061","0.990244327400643","1.20150369942983","-3.43803798713278","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","dolly","shadow_kv_plus","0.924504989282494","0.901300076255359","2.23080059219602","-2.27246404029106","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","oasst1","shadow_kv","0.992414935715828","1.01233606966509","0.503187678964598","0.143245923686576","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","oasst1","shadow_kv_plus","0.936001473581054","0.916477884436266","4.67698625552794","6.0592298478256","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","samsum","shadow_kv","1.00920120723194","0.993775218685112","2.14021872715453","2.24819848300061","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","samsum","shadow_kv_plus","0.93362678813064","0.854262753789178","3.59162722949241","0.32712797360982","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","ultrachat","shadow_kv","0.993753287124621","1.00656320000893","-0.367401043802306","-1.46067644746199","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","ultrachat","shadow_kv_plus","0.874397305673592","0.852634540959188","-6.67582200627987","-8.07768577231385","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","xsum","shadow_kv","0.980059981106969","1.02547325730816","-1.20896647894724","-2.84977083562256","","","","","42;123;456;789;999"
