gpu,model,model_params_B,dataset,mode,seed,engine,requests_seen,mean_latency_ms,wasted_compute_ms,gpu_tdp_w,estimated_gpu_energy_j,estimated_waste_energy_j,estimated_joules_per_request,calibration_source
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,123,greedy_prefix_cache,32,63.5087,0.0,250,613.61,0.0,19.1755,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,123,strict_reactive_prefix_cache,32,50.908,0.0,250,445.35,0.0,13.9173,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,123,frequency_speculative,32,60.3483,0.0,250,728.82,159.37,22.7755,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,123,shadow_kv,32,110.387,0.0,250,1334.02,297.62,41.6882,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,123,shadow_kv_plus,32,45.9068,0.0,250,498.06,63.36,15.5645,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,123,shadow_kv_plus_best_latency,32,45.781,0.0,250,473.69,81.45,14.8028,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,123,shadow_kv_plus_raw_observer,32,45.6138,0.0,250,470.83,60.64,14.7135,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,123,no_cache,32,53.886,0.0,250,469.65,0.0,14.6764,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,123,reactive_prefix_cache,32,49.815,0.0,250,423.26,0.0,13.2267,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,123,greedy_prefix_cache,32,52.2692,0.0,250,484.86,0.0,15.1518,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,123,strict_reactive_prefix_cache,32,48.8176,0.0,250,428.82,0.0,13.4007,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,123,frequency_speculative,32,57.7021,751.44,250,731.3,196.96,22.8532,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,123,shadow_kv,32,52.0018,90.17,250,503.91,23.63,15.7473,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,123,shadow_kv_plus,32,46.3037,0.0,250,451.55,51.31,14.111,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,123,shadow_kv_plus_best_latency,32,49.9826,84.78,250,441.84,22.22,13.8075,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,123,shadow_kv_plus_raw_observer,32,46.2918,0.0,250,447.89,54.42,13.9967,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,123,no_cache,32,231.3597,0.0,250,2210.72,0.0,69.0851,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,123,reactive_prefix_cache,32,226.7398,0.0,250,2155.06,0.0,67.3457,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,123,greedy_prefix_cache,32,233.7928,0.0,250,2134.21,0.0,66.694,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,123,strict_reactive_prefix_cache,32,226.6467,0.0,250,2033.3,0.0,63.5405,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,123,frequency_speculative,32,232.0468,1824.81,250,2466.55,478.3,77.0798,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,123,shadow_kv,32,228.257,256.4,250,2159.13,67.2,67.4729,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,123,shadow_kv_plus,32,223.9589,0.0,250,2320.26,312.5,72.5082,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,123,shadow_kv_plus_best_latency,32,230.6103,252.88,250,2222.3,66.28,69.4467,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,123,shadow_kv_plus_raw_observer,32,224.0845,0.0,250,2339.05,324.01,73.0954,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,123,no_cache,32,78.9505,0.0,250,679.07,0.0,21.221,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,123,reactive_prefix_cache,32,69.546,0.0,250,639.07,0.0,19.9708,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,123,greedy_prefix_cache,32,83.2553,0.0,250,699.24,0.0,21.8513,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,123,strict_reactive_prefix_cache,32,72.6172,0.0,250,636.34,0.0,19.8857,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,123,frequency_speculative,32,73.5582,1149.61,250,960.07,301.32,30.0021,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,123,shadow_kv,32,64.0793,94.63,250,572.39,24.8,17.8871,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,123,shadow_kv_plus,32,71.4328,0.0,250,725.18,103.89,22.6618,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,123,shadow_kv_plus_best_latency,32,64.909,136.77,250,651.75,35.85,20.3672,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,123,shadow_kv_plus_raw_observer,32,74.7313,0.0,250,805.02,106.9,25.1569,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,123,no_cache,32,70.7919,0.0,250,634.89,0.0,19.8404,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,123,reactive_prefix_cache,32,66.5712,0.0,250,619.01,0.0,19.3441,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,123,greedy_prefix_cache,32,70.4578,0.0,250,673.22,0.0,21.0381,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,123,strict_reactive_prefix_cache,32,66.1065,0.0,250,636.6,0.0,19.8938,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,123,frequency_speculative,32,72.5655,799.73,250,875.81,209.62,27.369,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,123,shadow_kv,32,66.5238,58.63,250,655.6,15.37,20.4876,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,123,shadow_kv_plus,32,63.2607,0.0,250,666.43,81.84,20.826,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,123,shadow_kv_plus_best_latency,32,75.5314,87.47,250,676.95,22.93,21.1547,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,123,shadow_kv_plus_raw_observer,32,63.4358,0.0,250,659.76,102.2,20.6175,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,123,no_cache,32,106.3187,0.0,250,1027.83,0.0,32.1196,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,123,reactive_prefix_cache,32,101.5965,0.0,250,923.6,0.0,28.8624,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,123,greedy_prefix_cache,32,106.7497,0.0,250,989.07,0.0,30.9084,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,123,strict_reactive_prefix_cache,32,101.5569,0.0,250,875.64,0.0,27.3637,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,123,frequency_speculative,32,105.1737,1221.24,250,1239.03,320.1,38.7195,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,123,shadow_kv,32,98.6007,197.59,250,973.34,51.79,30.4167,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,123,shadow_kv_plus,32,98.7952,0.0,250,1110.4,164.96,34.7002,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,123,shadow_kv_plus_best_latency,32,112.1453,123.52,250,1034.19,32.38,32.3184,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,123,shadow_kv_plus_raw_observer,32,98.7702,0.0,250,1028.31,151.68,32.1347,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,123,no_cache,32,115.8466,0.0,250,995.66,0.0,31.1143,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,123,reactive_prefix_cache,32,107.8576,0.0,250,1036.78,0.0,32.3995,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,123,greedy_prefix_cache,32,116.4608,0.0,250,1039.85,0.0,32.4955,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,123,strict_reactive_prefix_cache,32,107.8972,0.0,250,967.38,0.0,30.2307,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,123,frequency_speculative,32,108.7357,1293.37,250,1322.64,339.0,41.3324,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,123,shadow_kv,32,101.5033,127.53,250,981.17,33.43,30.6616,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,123,shadow_kv_plus,32,106.3267,0.0,250,1062.55,136.0,33.2046,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,123,shadow_kv_plus_best_latency,32,111.0496,113.63,250,1080.81,29.78,33.7753,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,123,shadow_kv_plus_raw_observer,32,106.3111,0.0,250,1125.96,136.59,35.1863,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,123,no_cache,32,191.901,0.0,250,1753.41,0.0,54.794,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,123,reactive_prefix_cache,32,187.0195,0.0,250,1796.01,0.0,56.1253,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,123,greedy_prefix_cache,32,194.1164,0.0,250,1856.18,0.0,58.0057,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,123,strict_reactive_prefix_cache,32,186.9485,0.0,250,1715.39,0.0,53.6059,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,123,frequency_speculative,32,190.1098,1325.43,250,2021.87,347.41,63.1836,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,123,shadow_kv,32,187.3438,196.06,250,1747.96,51.39,54.6236,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,123,shadow_kv_plus,32,184.2502,0.0,250,1915.47,267.8,59.8586,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,123,shadow_kv_plus_best_latency,32,190.7038,237.25,250,1757.43,62.19,54.9198,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,123,shadow_kv_plus_raw_observer,32,184.2411,0.0,250,1926.6,308.82,60.2063,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,xsum,raw,123,no_cache,32,200.4144,0.0,250,1741.79,0.0,54.431,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,xsum,raw,123,reactive_prefix_cache,32,195.6309,0.0,250,1868.15,0.0,58.3798,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,xsum,raw,123,greedy_prefix_cache,32,202.6579,0.0,250,1939.5,0.0,60.6094,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,xsum,raw,123,strict_reactive_prefix_cache,32,195.6674,0.0,250,1810.95,0.0,56.592,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,xsum,raw,123,frequency_speculative,32,199.8574,1436.29,250,2093.55,376.46,65.4233,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,xsum,raw,123,shadow_kv,32,196.1781,256.06,250,1786.55,67.12,55.8295,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,xsum,raw,123,shadow_kv_plus,32,192.9427,0.0,250,2019.24,302.54,63.1013,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,xsum,raw,123,shadow_kv_plus_best_latency,32,199.5462,239.16,250,1779.32,62.69,55.6037,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,xsum,raw,123,shadow_kv_plus_raw_observer,32,192.9375,0.0,250,2037.87,323.03,63.6833,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ag_news,raw,42,no_cache,32,62.2064,0.0,250,552.9,0.0,17.2781,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ag_news,raw,42,reactive_prefix_cache,32,54.5279,0.0,250,492.51,0.0,15.391,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ag_news,raw,42,greedy_prefix_cache,32,64.2526,0.0,250,615.23,0.0,19.2261,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ag_news,raw,42,strict_reactive_prefix_cache,32,57.2391,0.0,250,488.67,0.0,15.2708,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ag_news,raw,42,frequency_speculative,32,60.7874,646.56,250,738.44,169.47,23.0762,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ag_news,raw,42,shadow_kv,32,52.8644,52.91,250,466.88,13.87,14.5901,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ag_news,raw,42,shadow_kv_plus,32,54.642,0.0,250,538.43,62.21,16.826,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ag_news,raw,42,shadow_kv_plus_best_latency,32,52.1763,90.71,250,465.91,23.78,14.5596,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ag_news,raw,42,shadow_kv_plus_raw_observer,32,54.614,0.0,250,548.99,87.53,17.156,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,42,no_cache,32,52.8661,0.0,250,447.97,0.0,13.999,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,42,reactive_prefix_cache,32,50.4578,0.0,250,482.27,0.0,15.0708,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,42,greedy_prefix_cache,32,51.3258,0.0,250,479.33,0.0,14.9791,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,42,strict_reactive_prefix_cache,32,51.0365,0.0,250,442.93,0.0,13.8415,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,42,frequency_speculative,32,51.6749,0.0,250,576.29,112.92,18.009,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,42,shadow_kv,32,87.5206,0.0,250,986.47,171.29,30.8273,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,42,shadow_kv_plus,32,45.7644,0.0,250,487.18,57.08,15.2245,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,42,shadow_kv_plus_best_latency,32,45.7394,0.0,250,534.04,101.21,16.6887,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,alpaca_eval,raw,42,shadow_kv_plus_raw_observer,32,45.7586,0.0,250,502.38,76.87,15.6993,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,42,no_cache,32,53.825,0.0,250,496.51,0.0,15.5161,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,42,reactive_prefix_cache,32,49.4677,0.0,250,449.91,0.0,14.0597,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,42,greedy_prefix_cache,32,52.5079,0.0,250,460.65,0.0,14.3953,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,42,strict_reactive_prefix_cache,32,48.7944,0.0,250,429.64,0.0,13.4264,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,42,frequency_speculative,32,60.5622,552.98,250,661.58,144.94,20.6742,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,42,shadow_kv,32,49.2629,39.34,250,451.29,10.31,14.1029,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,42,shadow_kv_plus,32,46.1397,0.0,250,463.77,53.51,14.4929,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,42,shadow_kv_plus_best_latency,32,70.8481,63.7,250,612.13,16.7,19.1292,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,banking77,raw,42,shadow_kv_plus_raw_observer,32,46.1346,0.0,250,496.95,69.95,15.5297,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,42,no_cache,32,234.74,0.0,250,2101.99,0.0,65.6871,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,42,reactive_prefix_cache,32,230.1514,0.0,250,2003.02,0.0,62.5944,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,42,greedy_prefix_cache,32,237.2621,0.0,250,2148.27,0.0,67.1336,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,42,strict_reactive_prefix_cache,32,230.1258,0.0,250,2152.75,0.0,67.2736,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,42,frequency_speculative,32,232.8527,1408.89,250,2616.48,369.28,81.7651,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,42,shadow_kv,32,229.984,40.35,250,2166.87,10.58,67.7146,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,42,shadow_kv_plus,32,227.4857,75.92,250,2115.37,19.9,66.1053,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,42,shadow_kv_plus_best_latency,32,234.4204,257.76,250,2303.24,67.56,71.9763,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,cnn_dailymail,raw,42,shadow_kv_plus_raw_observer,32,227.4037,68.28,250,2202.0,17.9,68.8125,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,42,no_cache,32,74.461,0.0,250,672.03,0.0,21.0009,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,42,reactive_prefix_cache,32,68.2733,0.0,250,621.4,0.0,19.4186,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,42,greedy_prefix_cache,32,75.8407,0.0,250,722.39,0.0,22.5746,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,42,strict_reactive_prefix_cache,32,68.523,0.0,250,624.22,0.0,19.5068,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,42,frequency_speculative,32,69.6102,869.63,250,884.52,227.94,27.6414,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,42,shadow_kv,32,67.3322,39.62,250,605.74,10.39,18.9293,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,42,shadow_kv_plus,32,66.8358,0.0,250,661.19,86.34,20.6622,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,42,shadow_kv_plus_best_latency,32,60.0586,61.06,250,544.91,16.0,17.0285,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,daily_dialog,raw,42,shadow_kv_plus_raw_observer,32,66.8849,0.0,250,680.03,94.13,21.2509,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,42,no_cache,32,81.3039,0.0,250,773.32,0.0,24.1662,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,42,reactive_prefix_cache,32,77.4594,0.0,250,701.85,0.0,21.9327,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,42,greedy_prefix_cache,32,79.907,0.0,250,711.68,0.0,22.2399,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,42,strict_reactive_prefix_cache,32,77.233,0.0,250,727.1,0.0,22.722,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,42,frequency_speculative,32,86.7428,616.86,250,938.0,161.69,29.3125,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,42,shadow_kv,32,77.392,40.63,250,729.61,10.65,22.8003,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,42,shadow_kv_plus,32,73.891,0.0,250,773.77,106.06,24.1803,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,42,shadow_kv_plus_best_latency,32,98.1632,98.82,250,850.45,25.9,26.5765,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,dolly,raw,42,shadow_kv_plus_raw_observer,32,73.7851,0.0,250,805.13,115.1,25.1603,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,42,no_cache,32,80.8826,0.0,250,747.08,0.0,23.3461,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,42,reactive_prefix_cache,32,75.852,0.0,250,706.18,0.0,22.0681,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,42,greedy_prefix_cache,32,80.0977,0.0,250,710.1,0.0,22.1906,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,42,strict_reactive_prefix_cache,32,75.5797,0.0,250,682.63,0.0,21.3322,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,42,frequency_speculative,32,81.6387,1010.38,250,984.48,264.83,30.7651,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,42,shadow_kv,32,75.4816,41.37,250,644.69,10.84,20.1464,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,42,shadow_kv_plus,32,72.6176,0.0,250,786.94,118.44,24.5918,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,42,shadow_kv_plus_best_latency,32,88.336,93.46,250,783.02,24.5,24.4692,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,oasst1,raw,42,shadow_kv_plus_raw_observer,32,72.6231,0.0,250,748.21,113.13,23.3817,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,42,no_cache,32,109.6405,0.0,250,1004.96,0.0,31.4051,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,42,reactive_prefix_cache,32,102.936,0.0,250,906.04,0.0,28.3137,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,42,greedy_prefix_cache,32,111.8452,0.0,250,997.63,0.0,31.1759,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,42,strict_reactive_prefix_cache,32,103.5638,0.0,250,918.49,0.0,28.7028,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,42,frequency_speculative,32,102.3413,930.7,250,1131.61,243.95,35.3629,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,42,shadow_kv,32,100.3212,66.0,250,934.17,17.3,29.1928,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,42,shadow_kv_plus,32,102.2475,0.0,250,1096.41,131.13,34.2629,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,42,shadow_kv_plus_best_latency,32,112.9831,61.19,250,1087.33,16.04,33.979,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,samsum,raw,42,shadow_kv_plus_raw_observer,32,102.1112,0.0,250,1043.06,150.81,32.5956,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,42,no_cache,32,181.874,0.0,250,1707.91,0.0,53.3721,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,42,reactive_prefix_cache,32,177.1207,0.0,250,1550.53,0.0,48.4541,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,42,greedy_prefix_cache,32,184.3843,0.0,250,1612.79,0.0,50.3998,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,42,strict_reactive_prefix_cache,32,177.1312,0.0,250,1606.18,0.0,50.1931,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,42,frequency_speculative,32,181.7789,1144.84,250,2034.41,300.07,63.5753,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,42,shadow_kv,32,177.0572,68.11,250,1717.64,17.85,53.6764,estimated
p100,Qwen/Qwen2.5-1.5B-Instruct,1.54,ultrachat,raw,42,shadow_kv_plus,32,174.3883,0.0,250,1922.09,271.48,60.0653,estimated
